title,abstract
Gene editing for hemophilia A with improved factor VIII expression,"Provided herein, in some embodiments, are materials and methods for treating hemophilia A in a subject ex vivo or in vivo. Also provided herein, in some embodiments, are materials and methods for knocking in a coding sequence encoding a synthetic FVIII having a B domain substitute into a genome."
Materials and methods for treatment of Usher syndrome type 2A and/or non-syndromic autosomal recessive retinitis pigmentosa (ARRP),"The present application provides materials and methods for treating a patient with one or more of Usher Syndrome Type 2A and ARRP, both ex vivo and in vivo; materials and methods for editing an USH2A gene containing a guanine deletion at nucleotide position c.2299. In addition, the present application provides one or more gRNAs or sgRNAs for editing an USH2A gene containing a guanine deletion at nucleotide position c.2299; a therapeutic comprising at least one or more gRNAs or sgRNAs for editing an USH2A gene containing a guanine deletion at nucleotide position c.2299; and a therapeutic for treating a patient with one or more of Usher Syndrome Type 2A and ARRP. The present application also provides a kit for treating a patient with one or more of Usher Syndrome Type 2A and ARRP."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
ANTI-LIV1 IMMUNE CELL CANCER THERAPY,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer, such as LIV1+ malignancies."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
ANTI-PTK7 IMMUNE CELL CANCER THERAPY,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer, such as PTK7+ malignancies."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating the genetically modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor."
Materials and methods for treatment of Amyotrophic Lateral Sclerosis (ALS) and other related disorders,"The present disclosure provides materials and methods for treating a patient with one or more conditions associated with SOD1 whether ex vivo or in vivo. In addition, the present disclosure provides materials and methods for editing and/or modulating the expression of SOD1 gene in a cell by genome editing."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor."
Materials and methods for treatment of autosomal dominant cone-rod dystrophy,"The present application provides materials and methods for treating a patient with autosomal dominant CORD, both ex vivo and in vivo; materials and methods for editing a GUCY2D gene in a human cell; and materials and methods for editing a R838H, R838C, or R838S mutation in a GUCY2D gene in a human cell. The present application also provides one or more gRNAs or sgRNAs for editing a GUCY2D gene; one or more gRNAs or sgRNAs for editing a R838H, R838C, or R838S mutation in a GUCY2D gene; and a therapeutic comprising at least one or more gRNAs or sgRNAs for editing a R838H, R838C, or R838S mutation in a GUCY2D gene. The present application provides a therapeutic for treating a patient with autosomal dominant CORD. The present application also provides a kit for treating a patient with autosomal dominant CORD. In addition, the present application provides a self-inactivating CRISPR-Cas system."
